home_team,away_team,home_score,away_score,year,round,weekday,day,month,game_type,venue,attendance
Melbourne,St Kilda,146,89,2004,15,Sun,11,7,regular,MCG,54409
Port Adelaide,Carlton,123,40,2004,15,Sun,11,7,regular,AAMI Stadium,30109
West Coast,Essendon,117,73,2004,16,Fri,16,7,regular,Patersons Stadium,40674
Richmond,St Kilda,61,105,2004,16,Sat,17,7,regular,Etihad Stadium,34631
Carlton,North Melbourne,70,62,2004,16,Sat,17,7,regular,Princes Park,20732
Collingwood,Brisbane,73,109,2004,16,Sat,17,7,regular,MCG,34326
Adelaide,Fremantle,80,92,2004,16,Sat,17,7,regular,AAMI Stadium,34855
Geelong,Sydney,77,62,2004,16,Sun,18,7,regular,Skilled Stadium,20515
Hawthorn,Port Adelaide,53,105,2004,16,Sun,18,7,regular,MCG,11682
Melbourne,Western Bulldogs,93,55,2004,16,Sun,18,7,regular,Etihad Stadium,25107
St Kilda,Essendon,127,92,2004,17,Fri,23,7,regular,Etihad Stadium,50392
North Melbourne,Hawthorn,143,63,2004,17,Sat,24,7,regular,MCG,20018
Fremantle,Sydney,118,91,2004,17,Sat,24,7,regular,Patersons Stadium,35037
Brisbane,Adelaide,189,48,2004,17,Sat,24,7,regular,Gabba,33443
Western Bulldogs,Collingwood,66,115,2004,17,Sat,24,7,regular,Etihad Stadium,32675
Port Adelaide,West Coast,102,76,2004,17,Sun,25,7,regular,AAMI Stadium,26286
Geelong,Carlton,131,74,2004,17,Sun,25,7,regular,Etihad Stadium,43210
Richmond,Melbourne,70,126,2004,17,Sun,25,7,regular,MCG,25211
Adelaide,North Melbourne,49,42,2004,18,Fri,30,7,regular,AAMI Stadium,37562
Collingwood,Richmond,103,98,2004,18,Sat,31,7,regular,MCG,39933
Carlton,Fremantle,63,111,2004,18,Sat,31,7,regular,Princes Park,17092
Sydney,Brisbane,83,51,2004,18,Sat,31,7,regular,SCG,34926
Essendon,Port Adelaide,119,79,2004,18,Sat,31,7,regular,Etihad Stadium,35711
Geelong,St Kilda,101,94,2004,18,Sun,1,8,regular,Skilled Stadium,21673
West Coast,Western Bulldogs,106,57,2004,18,Sun,1,8,regular,Patersons Stadium,36028
Melbourne,Hawthorn,107,63,2004,18,Sun,1,8,regular,MCG,28392
Fremantle,Collingwood,73,106,2004,19,Fri,6,8,regular,Patersons Stadium,40901
St Kilda,Adelaide,91,68,2004,19,Sat,7,8,regular,Aurora Stadium,17101
Essendon,Carlton,57,74,2004,19,Sat,7,8,regular,MCG,45083
Sydney,North Melbourne,112,118,2004,19,Sat,7,8,regular,SCG,24028
Western Bulldogs,Hawthorn,109,120,2004,19,Sat,7,8,regular,Etihad Stadium,22330
Brisbane,West Coast,73,87,2004,19,Sun,8,8,regular,Gabba,31754
Richmond,Geelong,83,114,2004,19,Sun,8,8,regular,MCG,33176
Port Adelaide,Melbourne,125,52,2004,19,Sun,8,8,regular,AAMI Stadium,30702
Essendon,Collingwood,121,87,2004,20,Fri,13,8,regular,MCG,52983
Geelong,Fremantle,75,25,2004,20,Sat,14,8,regular,Skilled Stadium,15209
Hawthorn,Brisbane,43,66,2004,20,Sat,14,8,regular,MCG,17159
Melbourne,Sydney,46,67,2004,20,Sat,14,8,regular,Etihad Stadium,34991
Western Bulldogs,Port Adelaide,61,147,2004,20,Sat,14,8,regular,TIO Stadium,13271
Adelaide,Richmond,138,86,2004,20,Sun,15,8,regular,AAMI Stadium,35896
West Coast,Carlton,111,49,2004,20,Sun,15,8,regular,Patersons Stadium,39631
North Melbourne,St Kilda,96,147,2004,20,Sun,15,8,regular,Etihad Stadium,41664
Collingwood,Port Adelaide,70,107,2004,21,Fri,20,8,regular,MCG,27226
Adelaide,Geelong,109,87,2004,21,Sat,21,8,regular,AAMI Stadium,37576
Carlton,Melbourne,93,62,2004,21,Sat,21,8,regular,Princes Park,22254
Western Bulldogs,North Melbourne,136,106,2004,21,Sat,21,8,regular,Etihad Stadium,24741
Sydney,Essendon,110,90,2004,21,Sat,21,8,regular,ANZ Stadium,46440
Brisbane,St Kilda,130,85,2004,21,Sun,22,8,regular,Gabba,35823
Hawthorn,Richmond,109,86,2004,21,Sun,22,8,regular,MCG,27007
West Coast,Fremantle,93,45,2004,21,Sun,22,8,regular,Patersons Stadium,41907
Collingwood,Carlton,107,108,2004,22,Fri,27,8,regular,MCG,60898
West Coast,Melbourne,107,67,2004,22,Sat,28,8,regular,Patersons Stadium,39882
Richmond,Sydney,44,108,2004,22,Sat,28,8,regular,MCG,29777
St Kilda,Fremantle,112,83,2004,22,Sat,28,8,regular,Etihad Stadium,35329
Brisbane,North Melbourne,170,57,2004,22,Sat,28,8,regular,Gabba,33122
Adelaide,Port Adelaide,60,85,2004,22,Sun,29,8,regular,AAMI Stadium,45473
Essendon,Western Bulldogs,113,96,2004,22,Sun,29,8,regular,Etihad Stadium,39894
Geelong,Hawthorn,123,58,2004,22,Sun,29,8,regular,Skilled Stadium,21192
Brisbane,St Kilda,149,69,2004,23,Fri,3,9,finals,Gabba,33582
Melbourne,Essendon,99,104,2004,23,Sat,4,9,finals,MCG,60903
Sydney,West Coast,75,34,2004,23,Sat,4,9,finals,ANZ Stadium,40282
Port Adelaide,Geelong,117,62,2004,23,Sun,5,9,finals,AAMI Stadium,39250
St Kilda,Sydney,107,56,2004,23,Fri,10,9,finals,MCG,50671
Geelong,Essendon,74,64,2004,23,Sat,11,9,finals,MCG,53356
Port Adelaide,St Kilda,94,88,2004,23,Fri,17,9,finals,AAMI Stadium,46978
Brisbane,Geelong,84,75,2004,23,Sat,18,9,finals,MCG,55768
Port Adelaide,Brisbane,113,73,2004,23,Sat,25,9,finals,MCG,77671
Brisbane,St Kilda,116,93,2005,1,Thu,24,3,regular,Gabba,33369
North Melbourne,Carlton,105,85,2005,1,Sat,26,3,regular,Etihad Stadium,40345
Fremantle,Port Adelaide,88,53,2005,1,Sat,26,3,regular,Patersons Stadium,33704
Melbourne,Essendon,103,57,2005,1,Sat,26,3,regular,MCG,47849
Sydney,Hawthorn,118,55,2005,1,Sun,27,3,regular,SCG,27274
Richmond,Geelong,98,160,2005,1,Sun,27,3,regular,MCG,48251
Adelaide,West Coast,53,64,2005,1,Sun,27,3,regular,AAMI Stadium,39055
Collingwood,Western Bulldogs,80,112,2005,1,Mon,28,3,regular,MCG,53259
Carlton,Essendon,110,106,2005,2,Fri,1,4,regular,MCG,56446
North Melbourne,Sydney,82,59,2005,2,Sat,2,4,regular,Manuka Oval,13481
Western Bulldogs,Melbourne,111,137,2005,2,Sat,2,4,regular,Etihad Stadium,26307
West Coast,Geelong,84,62,2005,2,Sat,2,4,regular,Patersons Stadium,39578
Port Adelaide,Brisbane,75,73,2005,2,Sat,2,4,regular,AAMI Stadium,34892
St Kilda,Fremantle,59,58,2005,2,Sun,3,4,regular,Aurora Stadium,12465
Collingwood,Adelaide,75,81,2005,2,Sun,3,4,regular,Etihad Stadium,31464
Hawthorn,Richmond,89,103,2005,2,Sun,3,4,regular,MCG,33409
Melbourne,Geelong,114,66,2005,3,Fri,8,4,regular,MCG,51793
Carlton,Collingwood,108,128,2005,3,Sat,9,4,regular,MCG,61608
St Kilda,North Melbourne,93,100,2005,3,Sat,9,4,regular,Etihad Stadium,36140
Fremantle,West Coast,80,88,2005,3,Sat,9,4,regular,Patersons Stadium,42027
Brisbane,Sydney,81,87,2005,3,Sat,9,4,regular,Gabba,33960
Adelaide,Port Adelaide,124,56,2005,3,Sun,10,4,regular,AAMI Stadium,44807
Western Bulldogs,Richmond,84,88,2005,3,Sun,10,4,regular,Etihad Stadium,30871
Essendon,Hawthorn,77,75,2005,3,Sun,10,4,regular,MCG,44971
North Melbourne,Collingwood,93,90,2005,4,Fri,15,4,regular,MCG,51565
Hawthorn,Brisbane,115,69,2005,4,Sat,16,4,regular,MCG,27778
West Coast,Western Bulldogs,143,107,2005,4,Sat,16,4,regular,Patersons Stadium,39124
Port Adelaide,Carlton,109,109,2005,4,Sat,16,4,regular,AAMI Stadium,33519
Geelong,Essendon,131,75,2005,4,Sat,16,4,regular,Etihad Stadium,48653
Sydney,Adelaide,79,120,2005,4,Sun,17,4,regular,SCG,30478
Richmond,Fremantle,100,52,2005,4,Sun,17,4,regular,MCG,24242
St Kilda,Melbourne,151,104,2005,4,Sun,17,4,regular,Etihad Stadium,40004
Port Adelaide,Geelong,95,99,2005,5,Fri,22,4,regular,AAMI Stadium,33405
Fremantle,Carlton,103,84,2005,5,Sat,23,4,regular,Patersons Stadium,36056
North Melbourne,Hawthorn,108,89,2005,5,Sat,23,4,regular,MCG,38764
Sydney,Melbourne,60,94,2005,5,Sat,23,4,regular,SCG,29099
Western Bulldogs,Adelaide,140,109,2005,5,Sat,23,4,regular,Etihad Stadium,27900
Brisbane,West Coast,84,157,2005,5,Sun,24,4,regular,Gabba,33007
St Kilda,Richmond,147,79,2005,5,Sun,24,4,regular,Etihad Stadium,49580
Essendon,Collingwood,83,69,2005,5,Mon,25,4,regular,MCG,70033
Carlton,Hawthorn,89,83,2005,6,Fri,29,4,regular,Etihad Stadium,49018
Melbourne,Fremantle,129,143,2005,6,Sat,30,4,regular,MCG,21963
Adelaide,North Melbourne,74,64,2005,6,Sat,30,4,regular,AAMI Stadium,41867
West Coast,Sydney,104,59,2005,6,Sat,30,4,regular,Patersons Stadium,39687
Essendon,Brisbane,88,136,2005,6,Sat,30,4,regular,Etihad Stadium,44055
Geelong,Western Bulldogs,108,73,2005,6,Sun,1,5,regular,Skilled Stadium,23019
Collingwood,St Kilda,71,109,2005,6,Sun,1,5,regular,MCG,44122
Richmond,Port Adelaide,123,67,2005,6,Sun,1,5,regular,Etihad Stadium,21301
Melbourne,Adelaide,78,54,2005,7,Fri,6,5,regular,MCG,39475
Geelong,St Kilda,119,101,2005,7,Sat,7,5,regular,Etihad Stadium,44814
Richmond,Carlton,151,66,2005,7,Sat,7,5,regular,MCG,52234
Brisbane,Western Bulldogs,87,110,2005,7,Sat,7,5,regular,Gabba,30639
Sydney,Essendon,94,88,2005,7,Sat,7,5,regular,ANZ Stadium,31668
Hawthorn,West Coast,77,96,2005,7,Sun,8,5,regular,Aurora Stadium,16933
Fremantle,Collingwood,180,68,2005,7,Sun,8,5,regular,Patersons Stadium,36491
Port Adelaide,North Melbourne,119,72,2005,7,Sun,8,5,regular,AAMI Stadium,27050
Carlton,Geelong,73,143,2005,8,Fri,13,5,regular,Etihad Stadium,45758
Hawthorn,Melbourne,128,89,2005,8,Sat,14,5,regular,MCG,38587
West Coast,St Kilda,88,52,2005,8,Sat,14,5,regular,Patersons Stadium,41177
North Melbourne,Western Bulldogs,92,118,2005,8,Sat,14,5,regular,Etihad Stadium,32901
Adelaide,Brisbane,63,72,2005,8,Sat,14,5,regular,AAMI Stadium,42357
Sydney,Port Adelaide,69,45,2005,8,Sun,15,5,regular,SCG,24226
Essendon,Fremantle,117,82,2005,8,Sun,15,5,regular,Etihad Stadium,30383
Collingwood,Richmond,58,93,2005,8,Sun,15,5,regular,MCG,54330
St Kilda,Adelaide,57,103,2005,9,Fri,20,5,regular,Etihad Stadium,35100
Collingwood,West Coast,118,95,2005,9,Sat,21,5,regular,MCG,31105
Carlton,Melbourne,92,110,2005,9,Sat,21,5,regular,Princes Park,30052
Port Adelaide,Essendon,85,66,2005,9,Sat,21,5,regular,AAMI Stadium,33648
Brisbane,Richmond,83,87,2005,9,Sat,21,5,regular,Gabba,33684
Western Bulldogs,Sydney,76,89,2005,9,Sun,22,5,regular,SCG,22358
Geelong,North Melbourne,146,61,2005,9,Sun,22,5,regular,Skilled Stadium,24102
Fremantle,Hawthorn,70,124,2005,9,Sun,22,5,regular,Patersons Stadium,35393
Melbourne,Richmond,131,74,2005,10,Fri,27,5,regular,Etihad Stadium,44263
Hawthorn,Collingwood,80,108,2005,10,Sat,28,5,regular,MCG,49927
Geelong,Fremantle,82,91,2005,10,Sat,28,5,regular,Skilled Stadium,20869
Brisbane,North Melbourne,93,112,2005,10,Sat,28,5,regular,Gabba,29500
St Kilda,Sydney,101,58,2005,10,Sat,28,5,regular,Etihad Stadium,37014
Adelaide,Carlton,71,57,2005,10,Sun,29,5,regular,AAMI Stadium,43277
Essendon,Western Bulldogs,137,110,2005,10,Sun,29,5,regular,Etihad Stadium,40454
West Coast,Port Adelaide,179,62,2005,10,Sun,29,5,regular,Patersons Stadium,40188
Collingwood,Geelong,121,96,2005,11,Fri,3,6,regular,Etihad Stadium,48261
Richmond,West Coast,103,105,2005,11,Sat,4,6,regular,MCG,31704
Carlton,Sydney,91,116,2005,11,Sat,4,6,regular,Etihad Stadium,30973
Fremantle,Brisbane,67,106,2005,11,Sat,4,6,regular,Patersons Stadium,34143
Adelaide,Essendon,151,63,2005,11,Sat,4,6,regular,AAMI Stadium,43486
St Kilda,Port Adelaide,81,104,2005,11,Sun,5,6,regular,Aurora Stadium,17402
North Melbourne,Melbourne,80,116,2005,11,Sun,5,6,regular,Manuka Oval,12626
Western Bulldogs,Hawthorn,111,89,2005,11,Sun,5,6,regular,Etihad Stadium,29240
West Coast,Essendon,106,82,2005,12,Fri,10,6,regular,Patersons Stadium,38558
Hawthorn,St Kilda,54,100,2005,12,Sat,11,6,regular,MCG,33905
Port Adelaide,Western Bulldogs,118,103,2005,12,Sat,11,6,regular,AAMI Stadium,27079
Carlton,Brisbane,82,140,2005,12,Sat,11,6,regular,Etihad Stadium,37880
Sydney,Fremantle,109,71,2005,12,Sun,12,6,regular,SCG,24933
Geelong,Adelaide,61,57,2005,12,Sun,12,6,regular,Skilled Stadium,23506
North Melbourne,Richmond,109,80,2005,12,Sun,12,6,regular,Etihad Stadium,40444
Melbourne,Collingwood,117,72,2005,12,Mon,13,6,regular,MCG,65347
Port Adelaide,Hawthorn,188,71,2005,13,Fri,17,6,regular,AAMI Stadium,30212
Melbourne,West Coast,90,105,2005,13,Sat,18,6,regular,MCG,35653
Western Bulldogs,Carlton,116,70,2005,13,Sat,18,6,regular,TIO Stadium,13037
Richmond,Adelaide,62,132,2005,13,Sat,18,6,regular,Etihad Stadium,27092
Brisbane,Geelong,116,47,2005,13,Sun,19,6,regular,Gabba,31307
Fremantle,North Melbourne,44,66,2005,13,Sun,19,6,regular,Patersons Stadium,33550
Essendon,St Kilda,119,104,2005,13,Fri,24,6,regular,Etihad Stadium,48342
Sydney,Collingwood,77,76,2005,13,Sat,25,6,regular,ANZ Stadium,44387
Collingwood,Port Adelaide,102,71,2005,14,Fri,1,7,regular,Etihad Stadium,35844
Richmond,Sydney,85,84,2005,14,Sat,2,7,regular,MCG,34572
West Coast,Carlton,139,62,2005,14,Sat,2,7,regular,Patersons Stadium,39928
Essendon,North Melbourne,86,128,2005,14,Sat,2,7,regular,Etihad Stadium,48696
Melbourne,Brisbane,92,166,2005,14,Sat,2,7,regular,Gabba,31259
Adelaide,Fremantle,94,88,2005,14,Sun,3,7,regular,AAMI Stadium,41794
Geelong,Hawthorn,113,58,2005,14,Sun,3,7,regular,Etihad Stadium,36667
Western Bulldogs,St Kilda,98,116,2005,14,Sun,3,7,regular,MCG,33622
North Melbourne,West Coast,97,101,2005,15,Fri,8,7,regular,Etihad Stadium,33151
Richmond,Essendon,92,66,2005,15,Sat,9,7,regular,MCG,49975
Port Adelaide,Melbourne,137,75,2005,15,Sat,9,7,regular,AAMI Stadium,28040
Brisbane,Collingwood,133,55,2005,15,Sat,9,7,regular,Gabba,37224
Sydney,Geelong,105,51,2005,15,Sat,9,7,regular,SCG,28185
Hawthorn,Adelaide,68,78,2005,15,Sun,10,7,regular,Aurora Stadium,16287
St Kilda,Carlton,153,73,2005,15,Sun,10,7,regular,Etihad Stadium,39181
Fremantle,Western Bulldogs,145,92,2005,15,Sun,10,7,regular,Patersons Stadium,30991
Collingwood,Essendon,105,131,2005,16,Fri,15,7,regular,MCG,52507
Richmond,St Kilda,37,106,2005,16,Sat,16,7,regular,MCG,40043
Geelong,Port Adelaide,126,47,2005,16,Sat,16,7,regular,Skilled Stadium,19362
West Coast,Brisbane,111,88,2005,16,Sat,16,7,regular,Patersons Stadium,41524
Melbourne,Sydney,78,104,2005,16,Sat,16,7,regular,Etihad Stadium,28749
Adelaide,Western Bulldogs,109,35,2005,16,Sun,17,7,regular,AAMI Stadium,40264
Hawthorn,North Melbourne,68,109,2005,16,Sun,17,7,regular,Etihad Stadium,23722
Carlton,Fremantle,117,152,2005,16,Sun,17,7,regular,MCG,16076
St Kilda,Collingwood,143,70,2005,17,Fri,22,7,regular,Etihad Stadium,45576
Western Bulldogs,Geelong,133,98,2005,17,Sat,23,7,regular,Etihad Stadium,29351
Hawthorn,Carlton,127,103,2005,17,Sat,23,7,regular,MCG,31459
Brisbane,Essendon,114,101,2005,17,Sat,23,7,regular,Gabba,36077
Port Adelaide,Richmond,96,83,2005,17,Sat,23,7,regular,AAMI Stadium,27455
Sydney,West Coast,88,67,2005,17,Sun,24,7,regular,SCG,37071
North Melbourne,Adelaide,109,122,2005,17,Sun,24,7,regular,Etihad Stadium,25263
Fremantle,Melbourne,101,76,2005,17,Sun,24,7,regular,Patersons Stadium,31028
Essendon,Geelong,107,94,2005,18,Fri,29,7,regular,Etihad Stadium,47122
West Coast,Hawthorn,97,49,2005,18,Sat,30,7,regular,Patersons Stadium,39412
Melbourne,St Kilda,88,176,2005,18,Sat,30,7,regular,MCG,39584
Adelaide,Sydney,54,47,2005,18,Sat,30,7,regular,AAMI Stadium,45629
Western Bulldogs,Brisbane,151,123,2005,18,Sat,30,7,regular,Etihad Stadium,29200
North Melbourne,Port Adelaide,100,96,2005,18,Sun,31,7,regular,Manuka Oval,10431
Carlton,Richmond,141,106,2005,18,Sun,31,7,regular,Etihad Stadium,34925
Collingwood,Fremantle,85,98,2005,18,Sun,31,7,regular,MCG,26586
St Kilda,Geelong,96,55,2005,19,Fri,5,8,regular,Etihad Stadium,46848
Western Bulldogs,West Coast,140,97,2005,19,Sat,6,8,regular,MCG,27693
Adelaide,Melbourne,100,46,2005,19,Sat,6,8,regular,AAMI Stadium,42843
Fremantle,Richmond,93,66,2005,19,Sat,6,8,regular,Patersons Stadium,36026
Essendon,Sydney,98,118,2005,19,Sat,6,8,regular,Etihad Stadium,41629
Brisbane,Hawthorn,121,80,2005,19,Sun,7,8,regular,Gabba,31946
Collingwood,North Melbourne,98,104,2005,19,Sun,7,8,regular,Etihad Stadium,33587
Carlton,Port Adelaide,109,123,2005,19,Sun,7,8,regular,MCG,16371
West Coast,Fremantle,128,80,2005,20,Fri,12,8,regular,Patersons Stadium,40720
Geelong,Melbourne,99,100,2005,20,Sat,13,8,regular,Skilled Stadium,20148
North Melbourne,St Kilda,85,108,2005,20,Sat,13,8,regular,Etihad Stadium,39777
Collingwood,Carlton,94,129,2005,20,Sat,13,8,regular,MCG,48287
Port Adelaide,Adelaide,81,88,2005,20,Sat,13,8,regular,AAMI Stadium,45199
Sydney,Brisbane,124,40,2005,20,Sun,14,8,regular,ANZ Stadium,43512
Hawthorn,Essendon,117,104,2005,20,Sun,14,8,regular,MCG,32053
Richmond,Western Bulldogs,107,119,2005,20,Sun,14,8,regular,Etihad Stadium,33482
Fremantle,St Kilda,80,75,2005,21,Fri,19,8,regular,Patersons Stadium,38057
Geelong,West Coast,109,33,2005,21,Sat,20,8,regular,Skilled Stadium,20372
Adelaide,Collingwood,151,41,2005,21,Sat,20,8,regular,AAMI Stadium,40372
Brisbane,Port Adelaide,51,81,2005,21,Sat,20,8,regular,Gabba,35221
Melbourne,Western Bulldogs,109,105,2005,21,Sat,20,8,regular,MCG,32621
Sydney,North Melbourne,101,64,2005,21,Sun,21,8,regular,SCG,34975
Essendon,Carlton,182,83,2005,21,Sun,21,8,regular,MCG,37481
Richmond,Hawthorn,137,133,2005,21,Sun,21,8,regular,Etihad Stadium,30906
Western Bulldogs,Collingwood,141,100,2005,22,Fri,26,8,regular,Etihad Stadium,41947
West Coast,Adelaide,74,82,2005,22,Sat,27,8,regular,Patersons Stadium,43044
Hawthorn,Sydney,75,129,2005,22,Sat,27,8,regular,MCG,31891
St Kilda,Brisbane,186,47,2005,22,Sat,27,8,regular,Etihad Stadium,46105
Port Adelaide,Fremantle,120,75,2005,22,Sat,27,8,regular,AAMI Stadium,41518
Geelong,Richmond,69,68,2005,22,Sun,28,8,regular,Skilled Stadium,24096
Essendon,Melbourne,85,95,2005,22,Sun,28,8,regular,MCG,55016
Carlton,North Melbourne,83,113,2005,22,Sun,28,8,regular,Etihad Stadium,27625
West Coast,Sydney,69,65,2005,23,Fri,2,9,finals,Patersons Stadium,43302
Geelong,Melbourne,116,61,2005,23,Sat,3,9,finals,MCG,65018
Adelaide,St Kilda,57,65,2005,23,Sat,3,9,finals,AAMI Stadium,48768
North Melbourne,Port Adelaide,77,164,2005,23,Sun,4,9,finals,Etihad Stadium,25195
Sydney,Geelong,56,53,2005,23,Fri,9,9,finals,SCG,39079
Adelaide,Port Adelaide,123,40,2005,23,Sat,10,9,finals,AAMI Stadium,50521
St Kilda,Sydney,65,96,2005,23,Fri,16,9,finals,MCG,73344
West Coast,Adelaide,93,77,2005,23,Sat,17,9,finals,Patersons Stadium,43009
Sydney,West Coast,58,54,2005,23,Sat,24,9,finals,MCG,91828
West Coast,St Kilda,84,66,2006,1,Thu,30,3,regular,Patersons Stadium,40036
Western Bulldogs,Richmond,167,52,2006,1,Fri,31,3,regular,Etihad Stadium,43532
Geelong,Brisbane,115,38,2006,1,Sat,1,4,regular,Skilled Stadium,23029
Port Adelaide,North Melbourne,87,128,2006,1,Sat,1,4,regular,AAMI Stadium,27680
Essendon,Sydney,108,81,2006,1,Sat,1,4,regular,Etihad Stadium,45355
Hawthorn,Fremantle,109,87,2006,1,Sun,2,4,regular,Aurora Stadium,13862
Melbourne,Carlton,72,93,2006,1,Sun,2,4,regular,Etihad Stadium,31139
Collingwood,Adelaide,77,111,2006,1,Mon,3,4,regular,Etihad Stadium,35434
Richmond,St Kilda,77,88,2006,2,Fri,7,4,regular,Etihad Stadium,40740
Brisbane,Essendon,115,97,2006,2,Sat,8,4,regular,Gabba,34357
Geelong,North Melbourne,138,69,2006,2,Sat,8,4,regular,Skilled Stadium,22839
Western Bulldogs,Melbourne,137,90,2006,2,Sat,8,4,regular,Etihad Stadium,28478
Fremantle,Carlton,101,86,2006,2,Sat,8,4,regular,Patersons Stadium,34553
Adelaide,West Coast,88,90,2006,2,Sun,9,4,regular,AAMI Stadium,43206
Sydney,Port Adelaide,80,106,2006,2,Sun,9,4,regular,SCG,33551
Hawthorn,Collingwood,84,119,2006,2,Sun,9,4,regular,Etihad Stadium,43296
St Kilda,Brisbane,124,87,2006,3,Thu,13,4,regular,Etihad Stadium,35760
Geelong,Hawthorn,49,101,2006,3,Sat,15,4,regular,Skilled Stadium,24026
West Coast,Richmond,136,90,2006,3,Sat,15,4,regular,Patersons Stadium,39436
Carlton,Sydney,74,81,2006,3,Sat,15,4,regular,Etihad Stadium,36930
Port Adelaide,Fremantle,79,110,2006,3,Sun,16,4,regular,AAMI Stadium,25042
Melbourne,Adelaide,97,102,2006,3,Sun,16,4,regular,Gold Coast Stadium,8258
Essendon,Western Bulldogs,93,104,2006,3,Sun,16,4,regular,Etihad Stadium,43947
North Melbourne,Collingwood,76,153,2006,3,Mon,17,4,regular,Etihad Stadium,48721
Carlton,Hawthorn,68,100,2006,4,Fri,21,4,regular,Etihad Stadium,45102
Fremantle,Adelaide,59,70,2006,4,Sat,22,4,regular,Patersons Stadium,35090
Western Bulldogs,Geelong,98,97,2006,4,Sat,22,4,regular,Etihad Stadium,45922
Brisbane,Richmond,82,96,2006,4,Sat,22,4,regular,Gabba,30266
Sydney,Melbourne,92,97,2006,4,Sun,23,4,regular,SCG,29167
North Melbourne,West Coast,71,95,2006,4,Sun,23,4,regular,Manuka Oval,9541
Port Adelaide,St Kilda,122,118,2006,4,Mon,24,4,regular,AAMI Stadium,32188
Collingwood,Essendon,106,89,2006,4,Tue,25,4,regular,MCG,91234
Richmond,Carlton,92,84,2006,5,Fri,28,4,regular,MCG,54815
Adelaide,Western Bulldogs,132,55,2006,5,Sat,29,4,regular,AAMI Stadium,41057
Melbourne,North Melbourne,90,86,2006,5,Sat,29,4,regular,MCG,30392
Sydney,Geelong,107,85,2006,5,Sat,29,4,regular,ANZ Stadium,37032
West Coast,Brisbane,122,63,2006,5,Sat,29,4,regular,Patersons Stadium,40519
Hawthorn,Essendon,84,83,2006,5,Sun,30,4,regular,MCG,40179
Collingwood,Port Adelaide,120,79,2006,5,Sun,30,4,regular,Etihad Stadium,32276
St Kilda,Fremantle,93,94,2006,5,Sun,30,4,regular,Aurora Stadium,15282
Melbourne,Geelong,87,81,2006,6,Fri,5,5,regular,MCG,36041
Fremantle,West Coast,88,83,2006,6,Sat,6,5,regular,Patersons Stadium,42213
Adelaide,Port Adelaide,103,53,2006,6,Sat,6,5,regular,AAMI Stadium,42723
Essendon,Richmond,95,97,2006,6,Sat,6,5,regular,MCG,58439
St Kilda,Western Bulldogs,92,78,2006,6,Sat,6,5,regular,Etihad Stadium,42760
North Melbourne,Hawthorn,102,80,2006,6,Sun,7,5,regular,Etihad Stadium,28470
Carlton,Collingwood,66,138,2006,6,Sun,7,5,regular,MCG,59675
Brisbane,Sydney,70,102,2006,6,Sun,7,5,regular,Gabba,29872
St Kilda,Geelong,64,82,2006,7,Fri,12,5,regular,Etihad Stadium,48313
Richmond,Sydney,62,180,2006,7,Sat,13,5,regular,Etihad Stadium,36477
West Coast,Collingwood,112,98,2006,7,Sat,13,5,regular,Patersons Stadium,42033
Hawthorn,Brisbane,66,106,2006,7,Sat,13,5,regular,Gold Coast Stadium,12315
Melbourne,Fremantle,117,58,2006,7,Sat,13,5,regular,MCG,23368
Carlton,Essendon,111,78,2006,7,Sun,14,5,regular,MCG,32976
Port Adelaide,Western Bulldogs,90,166,2006,7,Sun,14,5,regular,AAMI Stadium,20233
North Melbourne,Adelaide,60,116,2006,7,Sun,14,5,regular,Etihad Stadium,16064
Hawthorn,Melbourne,61,136,2006,8,Fri,19,5,regular,MCG,42985
Collingwood,Geelong,146,44,2006,8,Sat,20,5,regular,MCG,69819
Fremantle,North Melbourne,84,49,2006,8,Sat,20,5,regular,Patersons Stadium,34072
Western Bulldogs,Sydney,90,116,2006,8,Sat,20,5,regular,SCG,31756
Richmond,Adelaide,69,66,2006,8,Sat,20,5,regular,Etihad Stadium,24461
Essendon,West Coast,92,113,2006,8,Sun,21,5,regular,Etihad Stadium,31434
Port Adelaide,Brisbane,78,147,2006,8,Sun,21,5,regular,AAMI Stadium,21970
Carlton,St Kilda,34,126,2006,8,Sun,21,5,regular,MCG,39908
Collingwood,Western Bulldogs,139,105,2006,9,Fri,26,5,regular,MCG,67920
Geelong,Richmond,90,110,2006,9,Sat,27,5,regular,Skilled Stadium,23386
Essendon,Port Adelaide,69,129,2006,9,Sat,27,5,regular,Etihad Stadium,29232
Adelaide,Carlton,124,60,2006,9,Sat,27,5,regular,AAMI Stadium,41157
Hawthorn,Sydney,54,119,2006,9,Sat,27,5,regular,MCG,28766
St Kilda,North Melbourne,74,57,2006,9,Sun,28,5,regular,Etihad Stadium,30904
West Coast,Melbourne,97,75,2006,9,Sun,28,5,regular,Patersons Stadium,41032
Brisbane,Fremantle,141,73,2006,9,Sun,28,5,regular,Gabba,29999
Adelaide,Essendon,188,50,2006,10,Fri,2,6,regular,AAMI Stadium,42025
Fremantle,Richmond,100,89,2006,10,Sat,3,6,regular,Patersons Stadium,36032
Geelong,West Coast,98,101,2006,10,Sat,3,6,regular,Skilled Stadium,20428
Collingwood,Brisbane,109,83,2006,10,Sat,3,6,regular,MCG,54820
Western Bulldogs,Hawthorn,109,88,2006,10,Sat,3,6,regular,Etihad Stadium,29960
